,Temperature,mole fraction,error
0,200.0,0.04758572762028287,0.3885894769987262
1,200.0,0.04500026051187175,0.43450037346259585
2,200.0,0.048214002952983115,0.38798904895068087
3,200.0,0.03545169830322266,0.49335597176961454
4,200.0,0.0413752265662898,0.4315456456319519
5,200.0,0.04096723879784979,0.4557934649529372
6,200.0,0.051053999272514555,0.4010234771487369
7,376.4884567260742,0.03470132351780364,0.16540923765273607
8,200.0,0.043475935398800805,0.4124559151162352
9,200.0,0.04247513508823676,0.44623683373009937
10,356.592773991517,0.05375029563903808,0.2721930290278222
11,269.2265790434128,0.04757917025601699,0.07061667684446837
12,304.4797857781732,0.04952205464444951,0.10115714924772194
13,332.5265608084693,0.0487660540313905,0.1728089147109997
14,223.973470636611,0.04534360710147891,0.27626361823091744
15,255.51762104587502,0.03757251623184147,0.18701583019138218
16,376.6853427886963,0.033726336720445185,0.15988631904159523
17,200.0,0.05128557205200195,0.3723445546238544
18,298.15766099508363,0.03587017619924321,0.04995805382155654
19,200.0,0.042851535244405964,0.4187256009328461
20,264.6121468778761,0.03094900846481323,0.21635766021310004
21,200.0,0.04895769758908376,0.4111552654545591
22,360.90008317934314,0.030408620834350586,0.11753304454215731
23,200.0,0.03129248610853325,0.5245379115422005
24,200.0,0.040210719951413024,0.45900255873973533
25,283.4780995986148,0.038844962752391125,0.06730053924791043
26,200.0,0.03459086013245293,0.49959036900673776
27,200.0,0.030790114074181994,0.5077880062648412
28,200.0,0.037761543697264845,0.4701731054999339
29,370.3566646575928,0.04806060314178467,0.258452048545673
30,303.74439065112085,0.04310626460765893,0.04151691267315538
31,200.0,0.027995157241821285,0.5281408553414733
32,200.0,0.04055356374239704,0.43842088464342316
33,322.9880672318105,0.026910996437072753,0.12357842342566513
34,365.39774894714355,0.04479576744664711,0.22052853135424877
35,363.97229194641113,0.03234001799636791,0.12712304721091966
36,200.0,0.02645439303924444,0.5542614740085007
37,254.47475367530762,0.025791073390036147,0.31582224059674663
38,200.0,0.03837526820445769,0.44681908356125855
39,306.8417252385149,0.029731460050449042,0.10738520706573824
40,200.0,0.03498624209372935,0.475857992129969
41,200.0,0.03689186936881197,0.4545386064475574
42,287.1474320348604,0.04034300059826268,0.041705819236180094
43,200.0,0.0438423221820752,0.42068550960017675
44,362.0670413970947,0.04151980326048161,0.18557499292954224
45,364.1679382324219,0.033501036372998796,0.13243642333966704
46,274.8873922855506,0.033644235668314676,0.14943705186462797
47,366.52360916137695,0.039575517402017014,0.1797986858788918
48,317.4028517351157,0.03236542746232015,0.06005732305684432
49,367.2445869445801,0.042050809860229486,0.20181106821072772
50,200.0,0.027521723219791433,0.558531388204518
51,314.2685536508132,0.04198754847049713,0.062681129533705
52,314.87478666852155,0.04079560598238016,0.05404021261708438
53,341.6384609416235,0.021809548909900573,0.1884756667374345
54,367.1497440338135,0.037236454223735824,0.1629080462703564
55,200.0,0.027549083508864418,0.5282143636760814
56,326.40971705263223,0.019759640097618103,0.23919000434488952
57,254.36305696096017,0.031618741277957677,0.24810268966851126
58,365.35149574279785,0.019338536262512206,0.2244206297888138
59,200.0,0.01923747956752777,0.64575325487952
60,200.0,0.01996851248136713,0.6189466219658316
61,200.0,0.03917935609817504,0.4389465557067421
62,200.0,0.03590209055812642,0.48195677881809706
63,324.1504722999486,0.0227672146199204,0.18723022271647746
64,200.0,0.03536126530126223,0.49677198592154403
65,359.86042976379395,0.035351060097491095,0.13331536526544913
66,200.0,0.017177334427833556,0.6534118941874496
67,200.0,0.027206445869504152,0.5625107955624679
68,200.0,0.0255713625234464,0.5500312809243031
69,328.5681444886552,0.02667357764732068,0.12224470295458865
70,310.3401866407287,0.03668206751346588,0.024134716245958806
71,363.34529876708984,0.02558267171670873,0.14112096384316278
72,200.0,0.035393499574875774,0.47581809909884976
73,200.0,0.020171199325547846,0.611139677900259
74,200.0,0.03553604304790496,0.47095022015957766
75,275.7373373990218,0.025780477296438516,0.2444506635191457
76,200.0,0.024336634109881336,0.5904582313824008
77,200.0,0.027226045667399022,0.5302326529767403
78,359.9466896057129,0.01972545209579315,0.2180401023970301
79,226.49811964091901,0.0197192671159844,0.5018931530934538
80,200.0,0.022476544270257595,0.576963809122955
81,200.0,0.014579367637634276,0.6781841902028092
82,309.774515822068,0.034255237579345704,0.04579311798071939
83,200.0,0.021961847223254626,0.6102808786892855
84,200.0,0.026469051259045036,0.5436947679200278
85,244.32420632144763,0.026548900361724803,0.3445256576572643
86,200.0,0.013717886805534362,0.6949141220109366
87,362.1688938140869,0.03376619637012482,0.12944371692887327
88,200.0,0.03299653883425942,0.4904170747349274
89,200.0,0.013873121142387389,0.718609625417152
90,200.0,0.03390085816383362,0.4807336504543853
91,232.1654481089315,0.026889709892306872,0.38953442120617726
92,200.0,0.02412593725308754,0.571951006783716
