,upper temp,upper mole ,lower temp,lower mole,inverse function temp,inverse function mole,inverse function error,best temp,best mole ,best_error
0,2000.0,0.1,4000.0,0.5,1851.9524081566005,0.08965599668227685,0.42849478247629647,2943.161725997925,0.29155720472335817,0.0461174695382331
