,Temperature,mole fraction,error,est_error,state_loss,error_loss
0,1860.0104706773898,0.0749060079706634,1.0114864577678055,1.5651228427886963,1.5651228427886963,0.09369440376758575
1,1358.3648108691136,0.07702077432618515,0.7965715744913073,1.1269352436065674,1.1269352436065674,0.054637305438518524
2,984.611242274555,0.08430469779699376,0.7286972961344694,0.7812186479568481,0.7812186479568481,0.027336563915014267
3,767.8670844982807,0.0981789147042372,0.7723600399823348,0.6558881998062134,0.6558881998062134,0.012205004692077637
4,619.039677451321,0.11542687833900603,1.2615432117870742,1.2974746227264404,1.2974746227264404,0.007900072261691093
5,545.1393812210855,0.10285812838444748,0.8298756231428412,0.7290433645248413,0.7290433645248413,0.006792475935071707
6,510.3588190320218,0.08672569965773183,0.7312173072704122,0.6908963918685913,0.6908963918685913,0.007376235444098711
7,502.34154660944273,0.07501394189200528,0.7015373178186968,0.7236173748970032,0.7236173748970032,0.011326633393764496
8,523.4930846415621,0.06684782822195028,0.6853041614638506,0.7091735601425171,0.7091735601425171,0.016380734741687775
9,559.9609864493541,0.06100345238996016,0.6761305071870953,0.6703958511352539,0.6703958511352539,0.015164319425821304
10,594.5896808763201,0.0569892314990916,0.6691657341130384,0.685323178768158,0.685323178768158,0.010539213195443153
11,629.6040195557592,0.05436543815782182,0.665004199490745,0.6958460807800293,0.6958460807800293,0.01412221696227789
12,660.9663381401394,0.0526225179635536,0.6622236540008962,0.685409665107727,0.685409665107727,0.00898030400276184
13,687.4662548677455,0.05148734065155178,0.6604082491297435,0.6598419547080994,0.6598419547080994,0.012268906459212303
14,707.6666358104816,0.0506982941302171,0.6589774312176395,0.6564164757728577,0.6564164757728577,0.007588637061417103
15,721.9729049245424,0.050133892770446234,0.6578085972165114,0.66016685962677,0.66016685962677,0.010905819945037365
16,731.4569730086127,0.049744089108393,0.6569288126671302,0.6452039480209351,0.6452039480209351,0.010194004513323307
17,737.4457020121699,0.049491996220476196,0.6563329782555843,0.6510613560676575,0.6510613560676575,0.010223432444036007
18,740.6854015894278,0.04934838880677575,0.6559807411623222,0.6546707153320312,0.6546707153320312,0.005838378798216581
19,742.2002984866506,0.049273236971354044,0.6557878645535787,0.6458277106285095,0.6458277106285095,0.006882498040795326
20,742.7332084478244,0.04924188010282913,0.6557032751859343,0.6448333859443665,0.6448333859443665,0.005623329896479845
21,742.8296090813599,0.049234574858010735,0.6556824653652917,0.6459754705429077,0.6459754705429077,0.006117725279182196
22,751.3479499489184,0.04822861474855039,0.6526319858431555,0.6264247298240662,0.6264247298240662,0.007865885272622108
23,752.6634019348462,0.047435585410571496,0.6499966007384628,0.6441484093666077,0.6441484093666077,0.005834519397467375
24,750.8626823218342,0.046783559328353305,0.6476879526671339,0.6439633369445801,0.6439633369445801,0.007937709800899029
25,744.7571941391761,0.04621936156042549,0.6454272301652227,0.6313794255256653,0.6313794255256653,0.00505032716318965
26,734.5737703825187,0.04575160360223502,0.6432022726160511,0.6502538323402405,0.6502538323402405,0.0025517495814710855
27,721.4998086205499,0.045369241583340686,0.6409506715272273,0.6664259433746338,0.6664259433746338,0.0012324163690209389
28,707.313771736652,0.045053762576385256,0.6386652520385081,0.6576865911483765,0.6576865911483765,0.005534964147955179
