,grad temp,grad mole,grad error,in situ temp,in situ mole,in-situ error,random temp,random mole,random error,bayes temp,bayes mole,bayes error,best temp,best mole,best_error
0,0.21315208077430725,0.23891222476959229,0.6125821244572415,0.41315208077430726,0.3711963029788604,0.5607914977248407,0.3389219063571689,0.7474084691708492,0.6757321802254485,0.20544878869955696,0.20951813704977484,0.6148388668854428,1.1260796196343266,0.42883656372004353,0.3297352513460876
1,0.2321944236755371,0.21821674704551697,0.6002407410892261,0.3833613919359542,0.418216747045517,0.589192768883693,0.5904581454483562,0.7117827714528333,0.6390427193936723,0.23043186388087744,0.21685506133119103,0.6010733526939128,1.1260796196343266,0.42883656372004353,0.3297352513460876
2,0.2508062720298767,0.19763481616973877,0.5874489913171091,0.4085965628425167,0.1955422222217561,0.48754123354817047,0.1714362565816523,0.18229526183922762,0.636318419372754,0.14930671317372957,0.6288117640027626,0.6671950879286798,1.1260796196343266,0.42883656372004353,0.3297352513460876
3,0.268250972032547,0.17733895778656006,0.5747400227747186,0.2841942907785525,0.2684375292524782,0.5824073296864689,0.7689714738485931,0.501570243182416,0.49101963311844976,0.08607209803110327,0.758691337562565,0.6901259155621173,1.1260796196343266,0.42883656372004353,0.3297352513460876
4,0.2835558354854584,0.15762189030647278,0.5631424814663356,0.22252228094293866,-0.04237810969352723,0.6592797188480103,0.7897091714433648,0.4874206969934074,0.47290708029197737,0.3956274121597614,0.1614581718546204,0.4868606352430409,1.1260796196343266,0.42883656372004353,0.3297352513460876
5,0.2958512306213379,0.13875144720077515,0.5536970228017623,0.43892307700333366,0.08424816807167385,0.45649380494621045,0.9607425625138725,0.3992469601137122,0.30863105403854774,0.8876970310565088,0.4472002496129709,0.3958633234161953,0.9607425625138725,0.3992469601137122,0.30863105403854774
6,0.30470120906829834,0.12096545100212097,0.5472390921085045,0.23935836350558054,-0.07903454899787904,0.6631430482107756,0.4437262565425777,0.30624014631135177,0.5168213505166398,0.4322941689909031,0.35201962098633555,0.5445341690934462,0.9607425625138725,0.3992469601137122,0.30863105403854774
7,0.31023064255714417,0.10446122288703918,0.5441015739507711,0.2110083994758956,-0.09553877711296083,0.6881580920081007,0.07118159332607676,0.2322908292016468,0.7174641976980352,0.6098995116563268,0.39287569647191223,0.4872430986351132,0.9607425625138725,0.3992469601137122,0.30863105403854774
8,0.31295180320739746,0.08938464522361755,0.5440327598636038,0.37672631755683594,0.28938464522361756,0.5438417261951732,0.5016143223870634,0.17216553059278228,0.40639051367681045,0.5532013112905607,0.7020481994531945,0.6436151074504708,0.9607425625138725,0.3992469601137122,0.30863105403854774
9,0.3135453462600708,0.0758255124092102,0.5464273321692814,0.3243279372565655,-0.12149760524820025,0.6315454947132024,0.710927069104059,0.04177572244770533,0.4192764401328695,0.14844484478316033,0.4066836824442297,0.6547112987873538,0.9607425625138725,0.3992469601137122,0.30863105403854774
10,0.31267881393432617,0.06382283568382263,0.5505266898145204,0.4755600580732825,0.11074898608095875,0.42107889737999415,0.7229927675608736,0.42568087667424515,0.45751776384135195,0.06680740634128601,0.5342868692146797,0.7050942745909834,0.9607425625138725,0.3992469601137122,0.30863105403854774
11,0.31093600392341614,0.05337256193161011,0.5555880154651762,0.2246975024061718,0.14316470838668158,0.6012021741237593,0.9287309174912037,0.62773274881049,0.5036396679064522,0.6717485503614702,0.18098120008692453,0.2516555922243891,0.6717485503614702,0.18098120008692453,0.2516555922243891
12,0.3087965250015259,0.04444345831871033,0.5609654158783546,0.44710085166782365,0.06953327604029477,0.45859784184324814,0.33892688904021573,0.020727146837324795,0.5572656951231114,0.2943267372999804,0.14052354847336046,0.5547920770990398,0.6717485503614702,0.18098120008692453,0.2516555922243891
