,upper temp,upper mole ,lower temp,lower mole,inverse function temp,inverse function mole,inverse function error,best temp,best mole ,best_error
0,100.0,0.01,1000.0,0.1,1113.4716576708938,0.048595290734803925,0.3297352513460876,944.0528263484393,0.029721623598846364,0.08798309172012142
